NumLocality,FKKO,StatDate,Weight,Volume
1, 1 11 110 01 23 5 ,01.01.19,"3,59353341753671","8,30380310427996"
1, 1 11 110 01 23 5 ,01.02.19,"11,2181795416071","4,39059600772008"
1, 1 11 110 01 23 5 ,01.03.19,"18,9304900293511","9,29079578291793"
1, 1 11 110 01 23 5 ,01.04.19,"15,7857882237243","0,790293731006553"
1, 1 11 110 01 23 5 ,01.05.19,"21,7513746043283","7,95493699269231"
1, 1 11 110 02 23 5 ,01.01.19,"0,517731856974534","9,86036708070752"
1, 1 11 110 02 23 5 ,01.02.19,"26,7042652057415","9,96695744117304"
1, 1 11 110 02 23 5 ,01.03.19,"14,2627435166645","0,129698928086708"
1, 1 11 110 02 23 5 ,01.04.19,"16,4578084823047","1,30888734656596"
1, 1 11 110 02 23 5 ,01.05.19,"21,3881924997815","4,40067699492718"
1, 1 11 110 03 23 5 ,01.01.19,"9,94722656995621","3,86164313739308"
1, 1 11 110 03 23 5 ,01.02.19,"19,2028123805675","3,28458672048211"
1, 1 11 110 03 23 5 ,01.03.19,"20,9257757740722","5,9464838115767"
1, 1 11 110 03 23 5 ,01.04.19,"7,32290831795156","3,21746668912162"
1, 1 11 110 03 23 5 ,01.05.19,"9,23568027215441","0,118392733402976"
1, 1 11 110 04 23 5 ,01.01.19,"6,94577967542761","1,13569124481572"
1, 1 11 110 04 23 5 ,01.02.19,"6,24279335358286","1,33842285429387"
1, 1 11 110 04 23 5 ,01.03.19,"26,4943195397016","3,97619021193541"
1, 1 11 110 04 23 5 ,01.04.19,"5,31064019600996","8,89555084157101"
1, 1 11 110 04 23 5 ,01.05.19,"14,8775342784916","2,79222215939883"
1, 1 11 120 01 49 5 ,01.01.19,"19,6339036187017","2,07552262845436"
1, 1 11 120 01 49 5 ,01.02.19,"22,6693525802023","9,60795037306386"
1, 1 11 120 01 49 5 ,01.03.19,"15,7881122623778","0,74372267907499"
1, 1 11 120 01 49 5 ,01.04.19,"10,0177152137113","3,99205507721011"
1, 1 11 120 01 49 5 ,01.05.19,"17,0226724230745","8,8187595819651"
1, 1 11 120 02 49 5 ,01.01.19,"4,05927932608402","1,89516960903594"
1, 1 11 120 02 49 5 ,01.02.19,"10,6338192315348","8,88149456665875"
1, 1 11 120 02 49 5 ,01.03.19,"19,4421173841644","9,7551873080553"
1, 1 11 120 02 49 5 ,01.04.19,"5,85739128884131","5,71947062091556"
1, 1 11 120 02 49 5 ,01.05.19,"6,31836408207277","5,51435454524926"
1, 1 11 120 03 49 5 ,01.01.19,"4,73081914698043","3,86386588542396"
1, 1 11 120 03 49 5 ,01.02.19,"24,3820800119522","7,85389312501138"
1, 1 11 120 03 49 5 ,01.03.19,"22,0346197311595","3,66850540026952"
1, 1 11 120 03 49 5 ,01.04.19,"7,67822750371858","1,42671718852624"
1, 1 11 120 03 49 5 ,01.05.19,"16,2191203658525","6,28187684349968"
1, 1 11 120 04 49 5 ,01.01.19,"19,1047816194445","6,10580683070885"
1, 1 11 120 04 49 5 ,01.02.19,"2,03761775857618","5,54702214414107"
1, 1 11 120 04 49 5 ,01.03.19,"27,0404562537899","2,47016832101185"
1, 1 11 120 04 49 5 ,01.04.19,"8,69204360140296","4,36359101737883"
1, 1 11 120 04 49 5 ,01.05.19,"2,84702869878865","0,380469114834418"
1, 1 12 713 02 29 4 ,01.01.19,"19,0508164401929","7,16219723932455"
1, 1 12 713 02 29 4 ,01.02.19,"17,1952557522605","4,20878095562514"
1, 1 12 713 02 29 4 ,01.03.19,"9,61995023274649","7,70821725345216"
1, 1 12 713 02 29 4 ,01.04.19,"4,21024760526585","6,72380230784449"
1, 1 12 713 02 29 4 ,01.05.19,"15,2798872718727","3,0601248383037"
1, 1 12 911 01 33 4 ,01.01.19,"19,6200584632685","7,6850879556267"
1, 1 12 911 01 33 4 ,01.02.19,"4,63991392543991","9,89406795011488"
1, 1 12 911 01 33 4 ,01.03.19,"0,855507014422143","8,31302087544544"
1, 1 12 911 01 33 4 ,01.04.19,"23,488894289511","2,82623801869761"
1, 1 12 911 01 33 4 ,01.05.19,"23,8698231468211","10,4369973127366"
1, 1 12 911 02 29 5 ,01.01.19,"7,75303027165837","7,55424594869232"
1, 1 12 911 02 29 5 ,01.02.19,"15,344784869704","8,80956178686004"
1, 1 12 911 02 29 5 ,01.03.19,"29,1664563883906","2,9946596354263"
1, 1 12 911 02 29 5 ,01.04.19,"29,188103395913","8,91803700409593"
1, 1 12 911 02 29 5 ,01.05.19,"4,36267739322927","6,08396976719433"
1, 1 52 110 01 21 5  ,01.01.19,"29,4074785379938","10,5180482192672"
1, 1 52 110 01 21 5  ,01.02.19,"7,21826002356978","1,07758649864266"
1, 1 52 110 01 21 5  ,01.03.19,"3,9895485834855","5,56372244215314"
1, 1 52 110 01 21 5  ,01.04.19,"12,974739325105","10,314114909999"
1, 1 52 110 01 21 5  ,01.05.19,"6,63547427663107","10,1821146047502"
1, 1 52 110 02 21 5 ,01.01.19,"26,2461450934859","1,93780037496038"
1, 1 52 110 02 21 5 ,01.02.19,"20,2934123829179","1,09889236344504"
1, 1 52 110 02 21 5 ,01.03.19,"18,389112815602","3,30586028689162"
1, 1 52 110 02 21 5 ,01.04.19,"2,18319263727205","7,54850229254916"
1, 1 52 110 02 21 5 ,01.05.19,"14,0724358618863","0,148047912924652"
1, 1 52 110 03 23 5 ,01.01.19,"20,4192782934003","10,6330429299798"
1, 1 52 110 03 23 5 ,01.02.19,"28,6504151652601","2,98914633175508"
1, 1 52 110 03 23 5 ,01.03.19,"29,0668081598343","3,49019344350742"
1, 1 52 110 03 23 5 ,01.04.19,"26,8673606427981","2,19177453806475"
1, 1 52 110 03 23 5 ,01.05.19,"25,8315949330853","2,92445312994921"
1, 1 52 110 04 21 5 ,01.01.19,"13,3294690118002","3,77033361742485"
1, 1 52 110 04 21 5 ,01.02.19,"23,8596890887207","8,34518846910053"
1, 1 52 110 04 21 5 ,01.03.19,"24,661007211084","8,73944113836344"
1, 1 52 110 04 21 5 ,01.04.19,"7,29630725744571","5,45720303463983"
1, 1 52 110 04 21 5 ,01.05.19,"24,8258629222375","1,72321448506166"
1, 4 71 920 00 52 1,01.01.19,"24,914608391157","1,38663546379863"
1, 4 71 920 00 52 1,01.02.19,"11,7149138179054","6,74476082348612"
1, 4 71 920 00 52 1,01.03.19,"4,29166238510965","7,94815320918778"
1, 4 71 920 00 52 1,01.04.19,"16,0872720284162","10,5267850580491"
1, 4 71 920 00 52 1,01.05.19,"13,5207581585864","2,98009781369767"
1, 2 00 110 01 20 5 ,01.01.19,"9,83152394696482","1,61387606995696"
1, 2 00 110 01 20 5 ,01.02.19,"26,2864901430749","10,4597891240916"
1, 2 00 110 01 20 5 ,01.03.19,"2,381682468159","8,66779295132061"
1, 2 00 110 01 20 5 ,01.04.19,"11,2820283617355","2,81566837561543"
1, 2 00 110 01 20 5 ,01.05.19,"18,8227388849868","5,00668477227681"
1, 2 00 110 02 20 5 ,01.01.19,"14,5770695835978","5,87145672385643"
1, 2 00 110 02 20 5 ,01.02.19,"27,4035947933796","8,32137924208881"
1, 2 00 110 02 20 5 ,01.03.19,"16,6680959984217","8,56623788055844"
1, 2 00 110 02 20 5 ,01.04.19,"17,1320982157102","5,872071844951"
1, 2 00 110 02 20 5 ,01.05.19,"7,08711850949487","4,19259323531441"
1, 2 00 110 03 20 5 ,01.01.19,"28,068047633369","1,29887338352789"
1, 2 00 110 03 20 5 ,01.02.19,"8,37424779876928","0,336413215192074"
1, 2 00 110 03 20 5 ,01.03.19,"25,5831592363071","1,03308628335944"
1, 2 00 110 03 20 5 ,01.04.19,"19,326882906252","7,15178263788537"
1, 2 00 110 03 20 5 ,01.05.19,"2,01043490531331","9,28158647821111"
1, 2 00 110 04 20 5 ,01.01.19,"28,5840020519619","9,51275395661664"
1, 2 00 110 04 20 5 ,01.02.19,"2,5559367464511","7,21439985474366"
1, 2 00 110 04 20 5 ,01.03.19,"6,13096123483742","1,29350202163021"
1, 2 00 110 04 20 5 ,01.04.19,"25,2402997166449","2,82638252202311"
1, 2 00 110 04 20 5 ,01.05.19,"9,47194732186075","7,92163161314654"
1, 2 00 110 99 20 5 ,01.01.19,"29,2699186144489","0,534802144586079"
1, 2 00 110 99 20 5 ,01.02.19,"16,0594338914945","2,43486536305584"
1, 2 00 110 99 20 5 ,01.03.19,"15,5236303915377","9,17248958677117"
1, 2 00 110 99 20 5 ,01.04.19,"11,2904111534792","1,16848953203123"
1, 2 00 110 99 20 5 ,01.05.19,"25,8688197406191","3,55446174197872"
1, 2 00 120 01 40 5 ,01.01.19,"24,7949749949471","1,46488787314449"
1, 2 00 120 01 40 5 ,01.02.19,"1,05847755608313","5,86837573085458"
1, 2 00 120 01 40 5 ,01.03.19,"3,23949649292006","8,13114222033884"
1, 2 00 120 01 40 5 ,01.04.19,"2,96718042631464","9,44904014404114"
1, 2 00 120 01 40 5 ,01.05.19,"0,199940160026339","4,09884272098087"
1, 2 00 120 02 40 5 ,01.01.19,"18,235018091546","4,93064415334299"
1, 2 00 120 02 40 5 ,01.02.19,"28,1807595858588","3,04171795514012"
1, 2 00 120 02 40 5 ,01.03.19,"25,7469843497732","4,53500973541422"
1, 2 00 120 02 40 5 ,01.04.19,"1,93392621692767","1,80616339399315"
1, 2 00 120 02 40 5 ,01.05.19,"20,5135179764709","9,31474293723385"
1, 2 00 120 03 40 5 ,01.01.19,"4,77885552671597","3,42778971566219"
1, 2 00 120 03 40 5 ,01.02.19,"0,859846462849844","5,56123592352538"
